08-13 15:28 drqa.retriever.tfidf_doc_ranker INFO     Loading /work/mithunpaul/fever/my_fork/fever-baselines/data/index/fever-tfidf-ngram=2-hash=16777216-tokenizer=simple.npz
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    David Lloyd George was named one of the 100 Greatest Americans .
08-13 15:28 root         DEBUG    He was voted the third greatest British prime minister of the 20th century in a poll of 139 academics organised by MORI , and in 2002 he was named among the 100 Greatest Britons following a UK-wide vote .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Half Girlfriend 's principal photography began in May of 2016 .
08-13 15:28 root         DEBUG    Principal photography commenced in June 2016 and filming locations include Delhi , Mumbai , Patna , Dumraon , Varanasi , New York City and Cape Town .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Mikhail Prokhorov is the former chairman of Russia 's largest gold producer .
08-13 15:28 root         DEBUG    He is the former chairman of Polyus Gold , Russia 's largest gold producer , and the former President of Onexim Group . Polyus Gold International is the largest gold producer in Russia and one of the top 10 gold miners globally by ounces produced -LRB- 1.5 million ounces of gold production in 2011 -RRB- .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Issa Rae has started up her own YouTube outlet .
08-13 15:28 root         DEBUG    Since the premiere of Awkward Black Girl , Rae has developed her own YouTube platform where she features various content created by people of color .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Absinthe has properties .
08-13 15:28 root         DEBUG    Recent studies have shown that absinthe 's psychoactive properties -LRB- apart from that of the alcohol -RRB- have been exaggerated .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Fraud is to deprive a victim of a legal right .
08-13 15:28 root         DEBUG    In law , fraud is deliberate deception to secure unfair or unlawful gain , or to deprive a victim of a legal right .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Medical school around the world shares the same structure .
08-13 15:28 root         DEBUG    Around the world , criteria , structure , teaching methodology , and nature of medical programs offered at medical schools vary considerably .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Sausage Party was released in 2013 .
08-13 15:28 root         DEBUG    The film 's rough cut premiered on March 14 , 2016 at South by Southwest and the film was theatrically released in the United States and Canada on August 12 , 2016 by Columbia Pictures .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Vincent D'Onofrio is an Emmy Award nominee .
08-13 15:28 root         DEBUG    Among other honors , D'Onofrio is a Saturn Award winner and an Emmy Award nominee .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Backing vocalists are performers .
08-13 15:28 root         DEBUG    Backing vocalists are singers who provide vocal harmony with the lead vocalist or other backing vocalists .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Charles Howard Hinton was a mathematician .
08-13 15:28 root         DEBUG    Charles Howard Hinton -LRB- 1853 , United Kingdom -- 30 April 1907 , Washington D.C. , United States -RRB- was a British mathematician and writer of science fiction works titled Scientific Romances .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Julie Bowen died in 1950 .
08-13 15:28 root         DEBUG    Julie Bowen Luetkemeyer -LRB- born March 3 , 1970 -RRB- , known professionally as Julie Bowen , is an American actress .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Manchester by the Sea is distributed globally .
08-13 15:28 root         DEBUG    It began a limited release on November 18 , 2016 , before going wide on December 16 , 2016 and grossed $ 74 million worldwide on an $ 8.5 million budget .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Toy Story 2 was released by Universal Pictures .
08-13 15:28 root         DEBUG    Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Spider-Man 2 was released in July of 2004 .
08-13 15:28 root         DEBUG    Spider-Man 2 was released in both conventional and IMAX theaters on June 30 , 2004 .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Henry III of France was succeeded by Henry IV , founder of the House of Bourbon .
08-13 15:28 root         DEBUG    In 1589 , Jacques Clément , a Catholic fanatic , murdered Henry III , who was succeeded by the King of Navarre who , as Henry IV , would assume the throne of France after converting to Catholicism , and become the first French king of the House of Bourbon . The royal Bourbons originated in 1268 , when the heiress of the lordship of Bourbon married a younger son of King Louis IX .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Jarhead negated the account provided in the 2003 memoir of Anthony Swofford .
08-13 15:28 root         DEBUG    Jarhead is a 2005 American biographical war drama film based on U.S. Marine Anthony Swofford 's 2003 memoir of the same name , directed by Sam Mendes , starring Jake Gyllenhaal as Swofford with Jamie Foxx , Peter Sarsgaard and Chris Cooper .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Kate Walsh was on a Netflix series .
08-13 15:28 root         DEBUG    Her roles include Dr. Addison Montgomery on the ABC television dramas Grey 's Anatomy and Private Practice , Rebecca Wright on the short-lived NBC sitcom Bad Judge , and Olivia Baker on the Netflix drama series 13 Reasons Why .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Henry VIII was the father of Elizabeth I.
08-13 15:28 root         DEBUG    Elizabeth was the daughter of Henry VIII and Anne Boleyn , his second wife , who was executed two-and-a-half years after Elizabeth 's birth . Henry VIII -LRB- 28 June 1491 -- 28 January 1547 -RRB- was King of England from 21 April 1509 until his death .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Macklemore is a hip hop artist .
08-13 15:28 root         DEBUG    Benjamin Hammond Haggerty -LRB- born June 19 , 1983 -RRB- , known by his stage name Macklemore -LRB- -LSB- ˈmæk.ləmɔr -RSB- -RRB- and formerly Professor Mack Lemore , is an American hip hop recording artist from Kent , Washington .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The basis of characters in many authors ' books in Emperor Norton .
08-13 15:28 root         DEBUG    Norton has been immortalized as the basis of characters in the literature of writers Mark Twain , Robert Louis Stevenson , Christopher Moore , Morris and Goscinny , Selma Lagerlöf , and Neil Gaiman .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Love Club EP is the sophomore extended play by Lorde .
08-13 15:28 root         DEBUG    The Love Club EP is the debut extended play -LRB- EP -RRB- by New Zealand singer Lorde .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Floyd Mayweather Jr. is a professional boxer .
08-13 15:28 root         DEBUG    Floyd Joy Mayweather Jr. -LRB- born Floyd Joy Sinclair ; February 24 , 1977 -RRB- is an American former professional boxer who competed from 1996 to 2015 , and currently works as a boxing promoter .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Alfred P. Murrah Federal Building was only located at 300 N.W. 5th Street .
08-13 15:28 root         DEBUG    The Alfred P. Murrah Federal Building was a United States federal government complex located at 200 N.W. 5th Street in Downtown Oklahoma City , Oklahoma , United States .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    A person afflicted with Parkinson 's disease is Michael J. Fox .
08-13 15:28 root         DEBUG    People with parkinsonism who have increased the public 's awareness of the condition include actor Michael J. Fox , Olympic cyclist Davis Phinney , and late professional boxer Muhammad Ali .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Maximum Overdrive was directed by Christopher Nolan .
08-13 15:28 root         DEBUG    Maximum Overdrive is a 1986 American science fiction action horror comedy film written and directed by Stephen King .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Saw II was released in an analog optical disc storage format .
08-13 15:28 root         DEBUG    Saw II was released to DVD on and topped charts its first week , selling more than 3 million units . DVD -LRB- an abbreviation of `` digital versatile disc '' or `` digital video disc '' -RRB- is a digital optical disc storage format invented and developed by Panasonic , Philips , Sony and Toshiba in 1995 .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Pakistan is not a federal parliamentary republic .
08-13 15:28 root         DEBUG    Pakistan -LRB- -LSB- pɑːkᵻˈstɑːn -RSB- -LSB- -RRB- , officially the Islamic Republic of Pakistan -LRB- -LSB- -RRB- , is a federal parliamentary republic in South Asia on the crossroads of Central and Western Asia .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Gaius Julius Caesar only died in 70 BC .
08-13 15:28 root         DEBUG    Gaius Julius Caesar -LRB- ca. 130 BC -- 85 BC -RRB- was a Roman senator , a supporter of his brother-in-law , Gaius Marius , and the father of Gaius Julius Caesar , the dictator .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Boeing 787 Dreamliner has always had the same name .
08-13 15:28 root         DEBUG    The aircraft 's initial designation was the 7E7 , prior to its renaming in January 2005 .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Dawood Ibrahim is originally from the capital city of the Indian state of Maharashtra .
08-13 15:28 root         DEBUG    Dawood Ibrahim -LRB- Marathi : दाऊद इब्राहीम कासकर , born Dawood Ibrahim Kaskar 26 December 1955 -RRB- , known as Dawood Bhai or simply Bhai is a gangster and terrorist originally from Dongri in Mumbai , India . Mumbai -LRB- -LSB- mʊmˈbaɪ -RSB- also known as Bombay , the official name until 1995 -RRB- is the capital city of the Indian state of Maharashtra .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Henry III of France was succeeded by another Henry .
08-13 15:28 root         DEBUG    In 1589 , Jacques Clément , a Catholic fanatic , murdered Henry III , who was succeeded by the King of Navarre who , as Henry IV , would assume the throne of France after converting to Catholicism , and become the first French king of the House of Bourbon .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Georges Gilles de la Tourette described symptoms in 1884 .
08-13 15:28 root         DEBUG    Tourette described the symptoms of Tourette 's syndrome in nine patients in 1884 , using the name `` maladie des tics '' .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    There is a film called Annie .
08-13 15:28 root         DEBUG    Annie is a 2014 American musical comedy-drama film directed by Will Gluck and produced by Village Roadshow Pictures and Will Smith 's Overbrook Entertainment for Sony Pictures ' Columbia Pictures .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Agent Raghav -- Crime Branch received awards .
08-13 15:28 root         DEBUG    The serial received Indian Telly Awards in the category of Best Thriller and Horror Show and was also nominated for Best Weekend Show .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Manchester United F.C. was one of the world 's highest-earning football clubs for a season .
08-13 15:28 root         DEBUG    Manchester United was the highest-earning football club in the world for 2015 -- 16 , with an annual revenue of $ 689 million , and the world 's third most valuable football club in 2015 , valued at # 1.98 billion .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Monster is a song by a rapper .
08-13 15:28 root         DEBUG    `` The Monster '' is a song by American rapper Eminem , featuring guest vocals from Barbadian singer Rihanna , taken from Eminem 's album The Marshall Mathers LP 2 -LRB- 2013 -RRB- .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    US Airways Flight 1549 did not have any people on board .
08-13 15:28 root         DEBUG    All 155 people aboard were rescued by nearby boats and there were few serious injuries .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Maria Theresa 's father died in October 1740 .
08-13 15:28 root         DEBUG    She started her 40-year reign when her father , Emperor Charles VI , died in October 1740 .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Netscape Navigator was a program .
08-13 15:28 root         DEBUG    Netscape Navigator is a discontinued proprietary web browser , and the original browser of the Netscape line , from versions 1 to 4.08 , and 9.x .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Taarak Mehta Ka Ooltah Chashmah is produced by Universal Studios .
08-13 15:28 root         DEBUG    Taarak Mehta Ka Ooltah Chashmah -LRB- English : Taarak Mehta 's Different Perspective -RRB- is India 's longest running sitcom serial produced by Neela Tele Films Private Limited .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Monster is a song by an American rapper .
08-13 15:28 root         DEBUG    `` The Monster '' is a song by American rapper Eminem , featuring guest vocals from Barbadian singer Rihanna , taken from Eminem 's album The Marshall Mathers LP 2 -LRB- 2013 -RRB- .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Ukrainian Soviet Socialist Republic became Ukraine before the founding of the United Nations .
08-13 15:28 root         DEBUG    The Ukrainian SSR was a founding member of the United Nations , although it was legally represented by the All-Union state in its affairs with countries outside of the Soviet Union .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Lyon is a city in Southwest France .
08-13 15:28 root         DEBUG    Lyon had a population of 506,615 in 2014 and is France 's third-largest city after Paris and Marseille .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Jack Dylan Grazer was born in California .
08-13 15:28 root         DEBUG    Jack Dylan Grazer -LRB- born September 3 , 2003 -RRB- is an American child actor and was born in Los Angeles , California to parents Angela Lafever and Gavin Grazer .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Guthrie Theater 's first building was designed before Ralph Rapson was born .
08-13 15:28 root         DEBUG    The first building was designed by Ralph Rapson , included a 1,441-seat thrust stage designed by Tanya Moiseiwitsch , and was operated from 1963 -- 2006 .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    In many navies , Commodore is used .
08-13 15:28 root         DEBUG    Commodore is a naval rank used in many navies that is superior to a navy captain , but below a rear admiral .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    John Frusciante was incapable of releasing eleven solo albums .
08-13 15:28 root         DEBUG    Frusciante has an active solo career , having released eleven solo albums and five EPs ; his recordings include elements ranging from experimental rock and ambient music to new wave and electronica .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    On Mount Olympus , Hebe was a server of nectar and ambrosia .
08-13 15:28 root         DEBUG    Hebe was the cupbearer for the gods and goddesses of Mount Olympus , serving their nectar and ambrosia , until she was married to Heracles -LRB- Roman equivalent : Hercules -RRB- ; her successor was the divine hero Ganymede .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    See.SZA.Run is only influenced by soul .
08-13 15:28 root         DEBUG    A PBR&B and neo-soul , See.SZA.Run has a diverse musical style that incorporates contemporary urban genres such as soul , hip hop , and minimalist R&B , the EP also takes influences from cloud rap and ethereal R&B as well as using witch house and chillwave elements .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Faye Resnick has been on television .
08-13 15:28 root         DEBUG    Faye Denise Resnick -LRB- born July 3 , 1957 -RRB- is an American television personality , author , and interior designer .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Catherine Keener appeared in the 1997 film Synecdoche , New York .
08-13 15:28 root         DEBUG    Keener also appeared in the films Into the Wild -LRB- 2007 -RRB- , Synecdoche , New York -LRB- 2008 -RRB- , and Get Out -LRB- 2017 -RRB- , which were well received by critics .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Aldous Huxley published film scripts .
08-13 15:28 root         DEBUG    Mid career and later , he published travel writing , film stories , and scripts .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Yemen has a coast to the south .
08-13 15:28 root         DEBUG    Because of this , Yemen 's capital has been temporarily relocated to the port city of Aden , on the southern coast .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Morgan Fairchild played the role of Jordan Roberts in Falcon Crest .
08-13 15:28 root         DEBUG    In 1984 , she co-starred on ABC 's short-lived television drama Paper Dolls , and then appeared on Falcon Crest as attorney Jordan Roberts from 1985 to 1986 .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Vera Wang 's birthday takes place on June 27 .
08-13 15:28 root         DEBUG    Vera Ellen Wang -LRB- , -LSB- u̯ɑ̌ŋ u̯éɪ̯u̯éɪ̯ -RSB- ; born June 27 , 1949 -RRB- is an American fashion designer based in New York City .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Tyler Perry is a filmmaker .
08-13 15:28 root         DEBUG    Tyler Perry -LRB- born Emmitt Perry Jr. ; September 13 , 1969 -RRB- is an American actor , comedian , filmmaker , writer , and songwriter , specializing in the gospel genre .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Ron Dennis is the owner of Absolute Taste .
08-13 15:28 root         DEBUG    Dennis is the Global Consultant for Minsheng Investment Corporation and also owner of Absolute Taste .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Fred Seibert produces for television and the internet .
08-13 15:28 root         DEBUG    He has produced live action and animated programs for cable television , and the internet , and began his professional career as a jazz and blues record producer .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Balibo -LRB- film -RRB- starts in the year 1975 .
08-13 15:28 root         DEBUG    Balibo is a 2009 Australian war film that follows the story of the Balibo Five , a group of journalists who were captured and killed while reporting on activities just prior to the Indonesian invasion of East Timor of 1975 .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    L. Ron Hubbard died in California .
08-13 15:28 root         DEBUG    He spent the remaining years of his life on his ranch , the `` Whispering Wind , '' near Creston , California , where he died in 1986 .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Dawood Ibrahim is a separatist terrorist .
08-13 15:28 root         DEBUG    He heads the Indian organised crime syndicate D-Company founded in Mumbai .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Ang Lee was born October 23 , 1954 .
08-13 15:28 root         DEBUG    Ang Lee OBS -LRB- ; born October 23 , 1954 -RRB- is a Taiwanese film director , screenwriter and producer .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The SpongeBob SquarePants Movie was directed by Stephen Hillenburg .
